problemName,numCustomers,vehicleFileID_our,cutoffTime_our,problemType_our,problemTypeString_our,numUAVs_our,numTrucks_our,requireTruckAtDepot_our,requireDriver_our,Etype_our,ITER_our,runString_our,timestamp_our,ofv_our,bestBound_our,totalTime_our,isOptimal_our,numUAVcust_our,numTruckCust_our,waitingTruck_our,waitingUAV_our,vehicleFileID_their,cutoffTime_their,problemType_their,problemTypeString_their,numUAVs_their,numTrucks_their,requireTruckAtDepot_their,requireDriver_their,Etype_their,ITER_their,runString_their,timestamp_their,ofv_their,bestBound_their,totalTime_their,isOptimal_their,numUAVcust_their,numTruckCust_their,waitingTruck_their,waitingUAV_their,totalTime_diff_our_minus_their,totalTime_diff_their_minus_our,totalTime_our_improvement_percent,ofv_diff_our_minus_their,ofv_diff_their_minus_our,ofv_our_improvement_percent,waitingTruck_diff_our_minus_their,waitingTruck_diff_their_minus_our,waitingTruck_our_improvement_percent,waitingUAV_diff_our_minus_their,waitingUAV_diff_their_minus_our,waitingUAV_our_improvement_percent,numUAVcust_diff_our_minus_their,numUAVcust_diff_their_minus_our,numUAVcust_our_advantage_percent,numTruckCust_diff_our_minus_their,numTruckCust_diff_their_minus_our,numTruckCust_our_improvement_percent,totalTime_winner,ofv_winner,waitingTruck_winner,waitingUAV_winner,numUAVcust_winner,numTruckCust_winner,our_metric_wins,their_metric_wins,metric_ties
20170606T114840930461,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T114840930461 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:28,8978.198179,-1.0,0.129548,0,38,12,37.143883,2585.771348,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T114840930461 102 5 2 4 -1 1 1 1 1, 2019-06-28 15:39:02,10986.469,-1.0,63.705436,0,28,22,2519.999997,12826.58043,-63.575888,63.575888,99.79664529727103,-2008.2708209999983,2008.2708209999983,18.279492901677493,-2482.8561139999997,2482.8561139999997,98.52603638713417,-10240.809082,10240.809082,79.84052443196661,10,-10,35.714285714285715,-10,10,45.45454545454545,our,our,our,our,our,our,6,0,0
20170606T115303341654,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T115303341654 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:28,6817.744818,-1.0,0.131014,0,40,10,107.227841,2134.417234,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T115303341654 102 5 2 4 -1 1 1 1 1, 2019-06-28 15:48:34,8975.584618,-1.0,45.479642,0,34,16,2948.066875,13030.97642,-45.348628,45.348628,99.71192825132617,-2157.8398000000007,2157.8398000000007,24.04121727817686,-2840.839034,2840.839034,96.36277447064359,-10896.559186,10896.559186,83.62043514464436,6,-6,17.647058823529413,-6,6,37.5,our,our,our,our,our,our,6,0,0
20170606T123441157583,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T123441157583 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:28,5215.591421,-1.0,0.118542,0,42,8,0.0,1427.998776,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T123441157583 102 5 2 4 -1 1 1 1 1, 2019-06-28 16:02:43,7978.887895,-1.0,79.813654,0,37,13,3293.071841,12006.83785,-79.695112,79.695112,99.85147654059291,-2763.2964739999998,2763.2964739999998,34.63260181574464,-3293.071841,3293.071841,100.0,-10578.839074,10578.839074,88.10678720042846,5,-5,13.513513513513514,-5,5,38.46153846153847,our,our,our,our,our,our,6,0,0
20170606T123513473544,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T123513473544 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:29,5231.251577,-1.0,0.127352,0,39,11,24.712381,865.358059,102,5,2, mFSTSP Heuristic,3,-1,1,1,1,1, main.py 20170606T123513473544 102 5 2 3 -1 1 1 1 1, 2019-06-28 16:12:11,7778.794929,-1.0,23.972442,0,32,18,2789.999999,7048.062881,-23.845090000000003,23.845090000000003,99.468756666509,-2547.5433519999997,2547.5433519999997,32.74984589839931,-2765.2876180000003,2765.2876180000003,99.11425157674346,-6182.704822,6182.704822,87.722044005413,7,-7,21.875,-7,7,38.88888888888889,our,our,our,our,our,our,6,0,0
20170606T123545699742,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T123545699742 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:29,4987.353006,-1.0,0.128777,0,41,9,0.0,1356.135787,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T123545699742 102 5 2 4 -1 1 1 1 1, 2019-06-28 16:29:24,8118.3273,-1.0,35.400757,0,31,19,2759.999999,8834.429367,-35.27198,35.27198,99.6362309427451,-3130.9742939999996,3130.9742939999996,38.566741377869796,-2759.999999,2759.999999,100.0,-7478.2935800000005,7478.2935800000005,84.6494240809068,10,-10,32.25806451612903,-10,10,52.63157894736842,our,our,our,our,our,our,6,0,0
20170606T123621314894,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T123621314894 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:29,3796.198659,-1.0,0.128297,0,43,7,2.408453,740.889279,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T123621314894 102 5 2 4 -1 1 1 1 1, 2019-06-28 16:43:40,6806.657021,-1.0,141.869589,0,35,15,3029.999999,9480.321429,-141.741292,141.741292,99.90956694743085,-3010.458362,3010.458362,44.22814830704836,-3027.591546,3027.591546,99.92051310228399,-8739.43215,8739.43215,92.18497722309665,8,-8,22.857142857142858,-8,8,53.333333333333336,our,our,our,our,our,our,6,0,0
20170606T123654604464,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T123654604464 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:29,4922.552964,-1.0,0.127846,0,42,8,346.440272,1245.602253,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T123654604464 102 5 2 4 -1 1 1 1 1, 2019-06-28 16:59:01,7261.834535,-1.0,111.831157,0,32,18,2879.999999,8465.255138,-111.703311,111.703311,99.88567944441458,-2339.2815709999995,2339.2815709999995,32.21336922130792,-2533.5597270000003,2533.5597270000003,87.9708238847121,-7219.652885,7219.652885,85.28570925867822,10,-10,31.25,-10,10,55.55555555555556,our,our,our,our,our,our,6,0,0
20170606T123727622253,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T123727622253 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:29,4797.145056,-1.0,0.128786,0,40,10,309.998617,784.564609,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T123727622253 102 5 2 4 -1 1 1 1 1, 2019-06-28 17:12:47,7648.4578,-1.0,31.964101,0,34,16,3059.999999,10453.3292,-31.835314999999998,31.835314999999998,99.5970917498978,-2851.312744,2851.312744,37.279577380945994,-2750.001382,2750.001382,89.86932623851939,-9668.764591,9668.764591,92.49459579824578,6,-6,17.647058823529413,-6,6,37.5,our,our,our,our,our,our,6,0,0
20170606T123800566693,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T123800566693 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:30,4276.233943,-1.0,0.140248,0,40,10,238.474301,631.72395,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T123800566693 102 5 2 4 -1 1 1 1 1, 2019-06-28 17:23:44,7321.157174,-1.0,40.460224,0,37,13,3209.999999,10353.1095,-40.319976,40.319976,99.65336820676029,-3044.9232309999998,3044.9232309999998,41.5907370738275,-2971.525698,2971.525698,92.57089404752988,-9721.38555,9721.38555,93.89822014342649,3,-3,8.108108108108109,-3,3,23.076923076923077,our,our,our,our,our,our,6,0,0
20170606T123921635977,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T123921635977 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:30,4371.144644,-1.0,0.138961,0,40,10,300.34932,873.310859,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T123921635977 102 5 2 4 -1 1 1 1 1, 2019-06-28 17:36:25,7441.067567,-1.0,106.358608,0,31,19,2679.135593,7364.306219,-106.21964700000001,106.21964700000001,99.86934672932162,-3069.922923,3069.922923,41.25648497823941,-2378.786273,2378.786273,88.78931992898205,-6490.99536,6490.99536,88.1413016646857,9,-9,29.03225806451613,-9,9,47.368421052631575,our,our,our,our,our,our,6,0,0
20170606T181732755419,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T181732755419 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:30,7004.750624,-1.0,0.127772,0,35,15,0.0,1400.692798,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T181732755419 102 5 2 4 -1 1 1 1 1, 2019-06-28 17:52:17,9894.066173,-1.0,39.374593,0,35,15,3261.988648,14294.45901,-39.246821,39.246821,99.6754963283049,-2889.315548999999,2889.315548999999,29.20250884196304,-3261.988648,3261.988648,100.0,-12893.766212,12893.766212,90.20114859177171,0,0,0.0,0,0,0.0,our,our,our,our,tie,tie,4,0,2
20170606T181907372750,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T181907372750 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:30,7990.348457,-1.0,0.12871,0,38,12,0.0,2345.154407,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T181907372750 102 5 2 4 -1 1 1 1 1, 2019-06-28 17:59:19,10894.15977,-1.0,28.99708,0,36,14,3239.999997,13698.42053,-28.86837,28.86837,99.55612772044633,-2903.811313,2903.811313,26.654752402258925,-3239.999997,3239.999997,100.0,-11353.266123,11353.266123,82.88011087216928,2,-2,5.555555555555555,-2,2,14.285714285714285,our,our,our,our,our,our,6,0,0
20170606T182048138619,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T182048138619 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:30,8745.691577,-1.0,0.128024,0,35,15,59.257312,2106.36085,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T182048138619 102 5 2 4 -1 1 1 1 1, 2019-06-28 18:03:59,10448.28976,-1.0,26.823763,0,29,21,2579.999996,10216.37927,-26.695739,26.695739,99.52272170015817,-1702.598183,1702.598183,16.295472485058646,-2520.742684,2520.742684,97.70320495767938,-8110.018419999999,8110.018419999999,79.38251121720543,6,-6,20.689655172413794,-6,6,28.57142857142857,our,our,our,our,our,our,6,0,0
20170606T183214059726,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T183214059726 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:31,5790.858539,-1.0,0.12932,0,38,12,76.043849,1202.31747,102,5,2, mFSTSP Heuristic,3,-1,1,1,1,1, main.py 20170606T183214059726 102 5 2 3 -1 1 1 1 1, 2019-06-28 18:18:37,8072.456836,-1.0,28.85958,0,23,27,2069.999999,3976.990625,-28.73026,28.73026,99.55189923068873,-2281.5982970000005,2281.5982970000005,28.263988812240708,-1993.9561500000002,1993.9561500000002,96.32638410450551,-2774.673155,2774.673155,69.76815931015679,15,-15,65.21739130434783,-15,15,55.55555555555556,our,our,our,our,our,our,6,0,0
20170607T112639731371,50,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170607T112639731371 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:31,4162.675899,-1.0,0.129459,0,41,9,109.478568,675.560637,102,5,2, mFSTSP Heuristic,3,-1,1,1,1,1, main.py 20170607T112639731371 102 5 2 3 -1 1 1 1 1, 2019-06-28 18:29:39,7379.949445,-1.0,51.752595,0,32,18,2849.999999,6328.409177,-51.623136,51.623136,99.74985022490176,-3217.2735460000004,3217.2735460000004,43.59479112935848,-2740.521431,2740.521431,96.15864673549426,-5652.848540000001,5652.848540000001,89.32495326858351,9,-9,28.125,-9,9,50.0,our,our,our,our,our,our,6,0,0
20170606T115437348436,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T115437348436 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:31,12593.319311,-1.0,0.716575,0,74,26,232.3531,2949.439181,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T115437348436 102 5 2 4 -1 1 1 1 1, 2019-06-28 19:44:31,15761.16666,-1.0,399.343386,0,56,44,5039.999998,17005.62948,-398.62681100000003,398.62681100000003,99.82056169574322,-3167.8473490000015,3167.8473490000015,20.099066378376847,-4807.646898,4807.646898,95.38981944261499,-14056.190299,14056.190299,82.65610111952175,18,-18,32.142857142857146,-18,18,40.909090909090914,our,our,our,our,our,our,6,0,0
20170606T115823934453,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T115823934453 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:32,12145.754347,-1.0,0.810817,0,78,22,176.272668,3511.869733,102,5,2, mFSTSP Heuristic,3,-1,1,1,1,1, main.py 20170606T115823934453 102 5 2 3 -1 1 1 1 1, 2019-06-28 21:44:22,17240.30523,-1.0,210.864689,0,59,41,5309.999972,15998.01802,-210.053872,210.053872,99.61547995359243,-5094.550883000002,5094.550883000002,29.550236002405168,-5133.727304,5133.727304,96.68036405029194,-12486.148287,12486.148287,78.04809490394611,19,-19,32.20338983050847,-19,19,46.34146341463415,our,our,our,our,our,our,6,0,0
20170606T120227545709,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T120227545709 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:33,6684.152988,-1.0,0.723583,0,86,14,60.023491,1412.585352,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T120227545709 102 5 2 4 -1 1 1 1 1, 2019-06-29 00:07:54,14322.24875,-1.0,904.444631,0,68,32,6119.094516,21692.57561,-903.721048,903.721048,99.91999698210383,-7638.095762000001,7638.095762000001,53.33028280213329,-6059.071025,6059.071025,99.01907887117854,-20279.990257999998,20279.990257999998,93.48816213714697,18,-18,26.47058823529412,-18,18,56.25,our,our,our,our,our,our,6,0,0
20170606T121241353494,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T121241353494 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:33,9819.78705,-1.0,0.735517,0,85,15,161.75018,2455.355015,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T121241353494 102 5 2 4 -1 1 1 1 1, 2019-06-29 02:12:24,15049.37102,-1.0,510.452166,0,74,26,6542.08596,25913.07793,-509.71664899999996,509.71664899999996,99.85590873171061,-5229.58397,5229.58397,34.74951852173819,-6380.33578,6380.33578,97.52754425745881,-23457.722915,23457.722915,90.5246492846865,11,-11,14.864864864864865,-11,11,42.30769230769231,our,our,our,our,our,our,6,0,0
20170606T121632081849,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T121632081849 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:34,11066.6876,-1.0,0.733223,0,78,22,2.926162,2720.284516,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T121632081849 102 5 2 4 -1 1 1 1 1, 2019-06-29 04:02:37,16550.28252,-1.0,479.270642,0,58,42,5255.653848,15975.24316,-478.537419,478.537419,99.84701274483656,-5483.594920000001,5483.594920000001,33.132938446056215,-5252.727686,5252.727686,99.94432354023633,-13254.958644,13254.958644,82.97187411324512,20,-20,34.48275862068966,-20,20,47.61904761904761,our,our,our,our,our,our,6,0,0
20170606T122019874088,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T122019874088 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:35,11434.450984,-1.0,0.730528,0,83,17,0.0,3803.048232,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T122019874088 102 5 2 4 -1 1 1 1 1, 2019-06-29 05:54:37,15517.72769,-1.0,913.123964,0,64,36,5826.040751,17581.98659,-912.393436,912.393436,99.9199968428383,-4083.2767060000006,4083.2767060000006,26.313625213512175,-5826.040751,5826.040751,100.0,-13778.938358,13778.938358,78.36963296193709,19,-19,29.6875,-19,19,52.77777777777778,our,our,our,our,our,our,6,0,0
20170606T122653532986,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T122653532986 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:36,12073.411072,-1.0,0.737152,0,78,22,171.826481,2600.131906,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T122653532986 102 5 2 4 -1 1 1 1 1, 2019-06-29 08:06:14,16566.52759,-1.0,409.080555,0,67,33,5999.999995,25329.28983,-408.343403,408.343403,99.81980272809594,-4493.116518000001,4493.116518000001,27.12165535952245,-5828.173514,5828.173514,97.13622531428018,-22729.157924000003,22729.157924000003,89.73468295617036,11,-11,16.417910447761194,-11,11,33.33333333333333,our,our,our,our,our,our,6,0,0
20170606T123954019627,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T123954019627 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:37,6726.284706,-1.0,0.726904,0,77,23,405.440146,1097.71799,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T123954019627 102 5 2 4 -1 1 1 1 1, 2019-06-29 10:56:06,12310.65855,-1.0,1595.928739,0,67,33,5966.681327,17292.80538,-1595.2018349999998,1595.2018349999998,99.9544526029116,-5584.373844,5584.373844,45.36210488918157,-5561.241181,5561.241181,93.20493044994156,-16195.08739,16195.08739,93.65216940873245,10,-10,14.925373134328357,-10,10,30.303030303030305,our,our,our,our,our,our,6,0,0
20170606T124325384128,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T124325384128 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:37,9015.627057,-1.0,0.722716,0,73,27,347.485897,1471.622612,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T124325384128 102 5 2 4 -1 1 1 1 1, 2019-06-29 13:52:39,13170.52687,-1.0,555.645937,0,51,49,4559.999995,12442.57145,-554.923221,554.923221,99.8699322802751,-4154.899813,4154.899813,31.546952175953457,-4212.514098,4212.514098,92.37969523287246,-10970.948838,10970.948838,88.1726810417472,22,-22,43.13725490196079,-22,22,44.89795918367347,our,our,our,our,our,our,6,0,0
20170606T124502755142,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T124502755142 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:38,7390.870069,-1.0,0.736059,0,84,16,61.953276,1871.410475,101,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T124502755142 101 5 2 4 -1 1 1 1 1, 2019-06-29 16:46:23,12836.72701,-1.0,272.002211,0,55,45,5010.127465,14741.20456,-271.266152,271.266152,99.72939227321207,-5445.856941000001,5445.856941000001,42.42403018119492,-4948.174188999999,4948.174188999999,98.76343912539558,-12869.794085,12869.794085,87.30490125564067,29,-29,52.72727272727272,-29,29,64.44444444444444,our,our,our,our,our,our,6,0,0
20170606T124638691350,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T124638691350 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:39,8844.507374,-1.0,0.754203,0,73,27,184.8773,1470.052891,101,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T124638691350 101 5 2 4 -1 1 1 1 1, 2019-06-29 20:07:10,13545.92073,-1.0,247.616038,0,58,42,5129.999989,14769.50045,-246.861835,246.861835,99.6954143172261,-4701.413355999999,4701.413355999999,34.70722625437953,-4945.122689,4945.122689,96.39615398837383,-13299.447559,13299.447559,90.04669862750842,15,-15,25.862068965517242,-15,15,35.714285714285715,our,our,our,our,our,our,6,0,0
20170606T124852600104,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T124852600104 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:40,6404.175373,-1.0,0.736493,0,81,19,371.321347,1070.656396,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T124852600104 102 5 2 4 -1 1 1 1 1, 2019-06-29 23:10:27,12152.21788,-1.0,1081.927819,0,57,43,5090.412755,14079.29137,-1081.191326,1081.191326,99.93192771393188,-5748.042507,5748.042507,47.300357545926424,-4719.091408,4719.091408,92.70547665048824,-13008.634974,13008.634974,92.39552355396705,24,-24,42.10526315789473,-24,24,55.81395348837209,our,our,our,our,our,our,6,0,0
20170606T125025587321,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T125025587321 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:41,7751.379623,-1.0,0.806432,0,80,20,0.0,1630.476724,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T125025587321 102 5 2 4 -1 1 1 1 1, 2019-06-30 02:16:28,12493.74868,-1.0,1088.302013,0,51,49,4529.999995,12752.0565,-1087.495581,1087.495581,99.92589998085393,-4742.369057000001,4742.369057000001,37.957935432074024,-4529.999995,4529.999995,100.0,-11121.579776,11121.579776,87.2140095677901,29,-29,56.86274509803921,-29,29,59.183673469387756,our,our,our,our,our,our,6,0,0
20170606T131220449002,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T131220449002 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:42,8008.249478,-1.0,0.740398,0,79,21,19.044838,2094.083994,101,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T131220449002 101 5 2 4 -1 1 1 1 1, 2019-06-30 04:36:35,13223.23182,-1.0,205.840618,0,59,41,5309.999997,15957.49607,-205.10022,205.10022,99.6403051996278,-5214.982342000001,5214.982342000001,39.43803158704663,-5290.955159,5290.955159,99.6413401504565,-13863.412075999999,13863.412075999999,86.8771141486485,20,-20,33.89830508474576,-20,20,48.78048780487805,our,our,our,our,our,our,6,0,0
20170606T182511986726,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T182511986726 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:42,8867.683819,-1.0,0.722164,0,85,15,142.178364,2442.830456,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T182511986726 102 5 2 4 -1 1 1 1 1, 2019-06-30 07:50:09,16481.42251,-1.0,668.093958,0,73,27,6656.085054,30342.22437,-667.371794,667.371794,99.89190682068704,-7613.7386910000005,7613.7386910000005,46.19588319139572,-6513.90669,6513.90669,97.86393408668121,-27899.393914,27899.393914,91.94907259859538,12,-12,16.43835616438356,-12,12,44.44444444444444,our,our,our,our,our,our,6,0,0
20170606T183304945538,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T183304945538 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:43,7864.240332,-1.0,0.723871,0,75,25,190.703215,1245.554199,104,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T183304945538 104 5 2 4 -1 1 1 1 1, 2019-06-30 11:12:03,12876.14901,-1.0,1608.431713,0,57,43,5134.608321,15563.15484,-1607.707842,1607.707842,99.95499522956746,-5011.908677999999,5011.908677999999,38.923972331382636,-4943.905106,4943.905106,96.28592478573206,-14317.600640999999,14317.600640999999,91.99677564218078,18,-18,31.57894736842105,-18,18,41.86046511627907,our,our,our,our,our,our,6,0,0
20170606T183517897245,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170606T183517897245 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:44,7021.667629,-1.0,0.719791,0,85,15,162.019202,1431.987312,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170606T183517897245 102 5 2 4 -1 1 1 1 1, 2019-06-30 12:59:09,12577.77243,-1.0,740.108125,0,55,45,4829.999999,13337.96603,-739.388334,739.388334,99.90274515632429,-5556.104801000001,5556.104801000001,44.1739968815766,-4667.980796999999,4667.980796999999,96.64556517528892,-11905.978718,11905.978718,89.26382546799753,30,-30,54.54545454545454,-30,30,66.66666666666666,our,our,our,our,our,our,6,0,0
20170607T111421374488,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170607T111421374488 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:45,11901.909951,-1.0,0.736676,0,77,23,324.364696,2401.230572,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170607T111421374488 102 5 2 4 -1 1 1 1 1, 2019-06-30 15:39:12,16096.61277,-1.0,428.922516,0,68,32,5999.99999,23317.42268,-428.18584,428.18584,99.82824963192188,-4194.702819,4194.702819,26.059537363151712,-5675.635294000001,5675.635294000001,94.59392172432321,-20916.192108,20916.192108,89.7019897741117,9,-9,13.23529411764706,-9,9,28.125,our,our,our,our,our,our,6,0,0
20170607T111828707735,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170607T111828707735 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:46,8323.286782,-1.0,0.799454,0,80,20,458.001653,1800.90209,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170607T111828707735 102 5 2 4 -1 1 1 1 1, 2019-06-30 18:12:34,12785.79626,-1.0,738.331138,0,61,39,5370.0,12480.64195,-737.531684,737.531684,99.89172148391769,-4462.509478,4462.509478,34.9020849953697,-4911.998347,4911.998347,91.47110515828678,-10679.73986,10679.73986,85.5704370238744,19,-19,31.147540983606557,-19,19,48.717948717948715,our,our,our,our,our,our,6,0,0
20170607T112250854254,100,101,3600.0,2, mFSTSP No-Gurobi Heuristic,3,-1,1,1,3,1, main.py 20170607T112250854254 101 3600 2 3 -1 1 1 3 1, 2026-05-12 17:23:46,9367.021175,-1.0,0.720801,0,82,18,122.21073,2707.493451,102,5,2, mFSTSP Heuristic,4,-1,1,1,1,1, main.py 20170607T112250854254 102 5 2 4 -1 1 1 1 1, 2019-06-30 20:58:37,15400.04352,-1.0,1233.57721,0,59,41,5189.999998,22701.6954,-1232.856409,1232.856409,99.94156822984758,-6033.022344999999,6033.022344999999,39.1753590641801,-5067.789268,5067.789268,97.64526531701166,-19994.201949000002,19994.201949000002,88.0736068240965,23,-23,38.983050847457626,-23,23,56.09756097560976,our,our,our,our,our,our,6,0,0
