problemName,numCustomers,totalTime_our,ofv_our,waitingTruck_our,waitingUAV_our,numUAVcust_our,numTruckCust_our,totalTime_their,ofv_their,waitingTruck_their,waitingUAV_their,numUAVcust_their,numTruckCust_their,matchType,totalTime_diff_our_minus_their,totalTime_diff_their_minus_our,totalTime_our_improvement_percent,ofv_diff_our_minus_their,ofv_diff_their_minus_our,ofv_our_improvement_percent,waitingTruck_diff_our_minus_their,waitingTruck_diff_their_minus_our,waitingTruck_our_improvement_percent,waitingUAV_diff_our_minus_their,waitingUAV_diff_their_minus_our,waitingUAV_our_improvement_percent,numUAVcust_diff_our_minus_their,numUAVcust_diff_their_minus_our,numTruckCust_diff_our_minus_their,numTruckCust_diff_their_minus_our,totalTime_winner,ofv_winner,waitingTruck_winner,waitingUAV_winner,numUAVcust_winner,numTruckCust_winner
20170606T114654882472,50,2.709548,14003.369121,179.276987,1718.039808,21,29,20.206468,11360.72397,3307.009914,13975.81419,35,15,problemName_numCustomers,-17.496920000000003,17.496920000000003,86.59068967421719,2642.6451510000006,-2642.6451510000006,-23.261238966621956,-3127.732927,3127.732927,94.57887966283248,-12257.774382,12257.774382,87.7070503038793,-14,14,14,-14,our,their,our,our,their,their
20170606T114840930461,50,2.361621,13469.611729,522.652239,1753.926765,28,22,63.705436,10986.469,2519.999997,12826.58043,28,22,problemName_numCustomers,-61.343815,61.343815,96.2929050513052,2483.142729000001,-2483.142729000001,-22.601827111149188,-1997.3477579999999,1997.3477579999999,79.2598317610236,-11072.653665,11072.653665,86.32584284976102,0,0,0,0,our,their,our,our,tie,tie
20170606T115303341654,50,3.829752,12684.807584,222.254367,1539.337189,28,22,45.479642,8975.584618,2948.066875,13030.97642,34,16,problemName_numCustomers,-41.64989,41.64989,91.57919492857926,3709.2229659999994,-3709.2229659999994,-41.32569769952782,-2725.812508,2725.812508,92.46101338864642,-11491.639231000001,11491.639231000001,88.18709251413104,-6,6,6,-6,our,their,our,our,their,their
20170606T123441157583,50,1.607525,9838.288489,897.786655,2368.297375,32,18,79.813654,7978.887895,3293.071841,12006.83785,37,13,problemName_numCustomers,-78.206129,78.206129,97.98590226178594,1859.4005940000006,-1859.4005940000006,-23.304007005352226,-2395.285186,2395.285186,72.73710692180433,-9638.540475,9638.540475,80.27542801371304,-5,5,5,-5,our,their,our,our,their,their
20170606T123513473544,50,1.986925,9084.232993,447.244231,1992.767319,31,19,23.972442,7778.794929,2789.999999,7048.062881,32,18,problemName_numCustomers,-21.985517,21.985517,91.71162871100074,1305.438064,-1305.438064,-16.782008986163362,-2342.755768,2342.755768,83.96974081862714,-5055.295561999999,5055.295561999999,71.72602809245565,-1,1,1,-1,our,their,our,our,their,their
20170606T123545699742,50,2.252694,9335.850649,644.731379,3642.322256,34,16,35.400757,8118.3273,2759.999999,8834.429367,31,19,problemName_numCustomers,-33.148063,33.148063,93.63659370334935,1217.523349,-1217.523349,-14.99721930403077,-2115.2686200000003,2115.2686200000003,76.64016741907254,-5192.107111000001,5192.107111000001,58.77127876979268,3,-3,-3,3,our,their,our,our,our,our
20170606T123621314894,50,2.991233,9196.469053,790.640632,1693.779744,34,16,141.869589,6806.657021,3029.999999,9480.321429,35,15,problemName_numCustomers,-138.878356,138.878356,97.89156152415441,2389.8120320000007,-2389.8120320000007,-35.10992289793531,-2239.359367,2239.359367,73.9062497603651,-7786.541685,7786.541685,82.13373083723953,-1,1,1,-1,our,their,our,our,their,their
20170606T123654604464,50,1.802821,9373.440479,540.888428,916.462329,21,29,111.831157,7261.834535,2879.999999,8465.255138,32,18,problemName_numCustomers,-110.02833600000001,110.02833600000001,98.38790812116878,2111.605944000001,-2111.605944000001,-29.07813354631883,-2339.1115710000004,2339.1115710000004,81.21915179903444,-7548.7928090000005,7548.7928090000005,89.17383688902585,-11,11,11,-11,our,their,our,our,their,their
20170606T123727622253,50,2.646048,9457.227605,508.122323,1321.843375,24,26,31.964101,7648.4578,3059.999999,10453.3292,34,16,problemName_numCustomers,-29.318053,29.318053,91.721813167841,1808.769805,-1808.769805,-23.64881721645898,-2551.877676,2551.877676,83.39469532137082,-9131.485825,9131.485825,87.35480965241197,-10,10,10,-10,our,their,our,our,their,their
20170606T123800566693,50,1.894108,8967.86263,409.295859,2099.867856,32,18,40.460224,7321.157174,3209.999999,10353.1095,37,13,problemName_numCustomers,-38.566115999999994,38.566115999999994,95.31859240324522,1646.7054559999997,-1646.7054559999997,-22.49242048576732,-2800.7041400000003,2800.7041400000003,87.24935018294373,-8253.241644000002,8253.241644000002,79.71751524505754,-5,5,5,-5,our,their,our,our,their,their
20170606T123921635977,50,2.506239,9591.245863,249.917345,1438.684102,16,34,106.358608,7441.067567,2679.135593,7364.306219,31,19,problemName_numCustomers,-103.85236900000001,103.85236900000001,97.6435955235518,2150.178296,-2150.178296,-28.89609960720842,-2429.218248,2429.218248,90.67171718919417,-5925.622117,5925.622117,80.46409180693523,-15,15,15,-15,our,their,our,our,their,their
20170606T181732755419,50,1.616977,11360.793263,132.562086,1884.334651,27,23,39.374593,9894.066173,3261.988648,14294.45901,35,15,problemName_numCustomers,-37.757616,37.757616,95.89334929760417,1466.7270900000003,-1466.7270900000003,-14.82431049433007,-3129.426562,3129.426562,95.93615734741209,-12410.124359000001,12410.124359000001,86.81772671717222,-8,8,8,-8,our,their,our,our,their,their
20170606T181907372750,50,2.420122,13195.961206,102.607707,1719.958773,26,24,28.99708,10894.15977,3239.999997,13698.42053,36,14,problemName_numCustomers,-26.576958,26.576958,91.65391135935067,2301.8014359999997,-2301.8014359999997,-21.12876517873943,-3137.39229,3137.39229,96.83309546003063,-11978.461757,11978.461757,87.44410883551697,-10,10,10,-10,our,their,our,our,their,their
20170606T182048138619,50,3.722729,11480.897271,350.342042,2193.626605,28,22,26.823763,10448.28976,2579.999996,10216.37927,29,21,problemName_numCustomers,-23.101034,23.101034,86.12152590223825,1032.6075110000002,-1032.6075110000002,-9.883029038428967,-2229.6579540000002,2229.6579540000002,86.42085106421838,-8022.752665,8022.752665,78.52833624294374,-1,1,1,-1,our,their,our,our,their,their
20170606T183214059726,50,2.1506,9265.970656,350.457814,2312.921765,33,17,28.85958,8072.456836,2069.999999,3976.990625,23,27,problemName_numCustomers,-26.70898,26.70898,92.54805509990096,1193.5138199999992,-1193.5138199999992,-14.785013339153382,-1719.5421850000002,1719.5421850000002,83.06967081307715,-1664.0688599999999,1664.0688599999999,41.842413445467955,10,-10,-10,10,our,their,our,our,our,our
20170607T112639731371,50,2.095186,9072.4637,679.559539,1683.964004,31,19,51.752595,7379.949445,2849.999999,6328.409177,32,18,problemName_numCustomers,-49.657409,49.657409,95.95153441097978,1692.514255,-1692.514255,-22.933954597029086,-2170.4404600000003,2170.4404600000003,76.15580564075643,-4644.445173,4644.445173,73.39040575757637,-1,1,1,-1,our,their,our,our,their,their
20170606T115437348436,100,55.357065,18206.297463,755.915994,4244.66003,61,39,399.343386,15761.16666,5039.999998,17005.62948,56,44,problemName_numCustomers,-343.98632100000003,343.98632100000003,86.13797875695882,2445.130802999998,-2445.130802999998,-15.513640936273166,-4284.084004,4284.084004,85.00166677976256,-12760.96945,12760.96945,75.03967709638702,5,-5,-5,5,our,their,our,our,our,our
20170606T115823934453,100,66.768462,20195.908686,994.154048,5615.887564,67,33,210.864689,17240.30523,5309.999972,15998.01802,59,41,problemName_numCustomers,-144.096227,144.096227,68.33587343777602,2955.603455999997,-2955.603455999997,-17.143568031828845,-4315.845923999999,4315.845923999999,81.27770144553213,-10382.130455999999,10382.130455999999,64.89635430476906,8,-8,-8,8,our,their,our,our,our,our
20170606T120227545709,100,71.169983,19756.127549,2870.415277,2357.624028,51,49,904.444631,14322.24875,6119.094516,21692.57561,68,32,problemName_numCustomers,-833.274648,833.274648,92.1310845837726,5433.878799,-5433.878799,-37.94012304806534,-3248.679239,3248.679239,53.09084915268859,-19334.951582,19334.951582,89.13165467122694,-17,17,17,-17,our,their,our,our,their,their
20170606T121241353494,100,53.448387,19911.9375,495.631681,2990.14575,43,57,510.452166,15049.37102,6542.08596,25913.07793,74,26,problemName_numCustomers,-457.003779,457.003779,89.52920752225782,4862.5664799999995,-4862.5664799999995,-32.310762180943286,-6046.4542790000005,6046.4542790000005,92.4239503419793,-22922.93218,22922.93218,88.46086227935795,-31,31,31,-31,our,their,our,our,their,their
20170606T121632081849,100,54.307374,18882.769837,399.967668,4663.701369,64,36,479.270642,16550.28252,5255.653848,15975.24316,58,42,problemName_numCustomers,-424.963268,424.963268,88.66874595669476,2332.487316999999,-2332.487316999999,-14.093338371603817,-4855.68618,4855.68618,92.38976387015661,-11311.541791,11311.541791,70.80669557082348,6,-6,-6,6,our,their,our,our,our,our
20170606T122019874088,100,61.245818,20298.978012,1233.702543,5420.4245,56,44,913.123964,15517.72769,5826.040751,17581.98659,64,36,problemName_numCustomers,-851.878146,851.878146,93.29271594935385,4781.250322,-4781.250322,-30.811536440874356,-4592.338207999999,4592.338207999999,78.82434065041095,-12161.56209,12161.56209,69.17057994411768,-8,8,8,-8,our,their,our,our,their,their
20170606T122653532986,100,56.125358,20601.741493,834.688421,4542.577975,57,43,409.080555,16566.52759,5999.999995,25329.28983,67,33,problemName_numCustomers,-352.955197,352.955197,86.28012079430175,4035.213903,-4035.213903,-24.357632467504914,-5165.311574,5165.311574,86.08852630507377,-20786.711855,20786.711855,82.06590865560007,-10,10,10,-10,our,their,our,our,their,their
20170606T123954019627,100,47.20061,14986.329059,980.777474,1972.705819,40,60,1595.928739,12310.65855,5966.681327,17292.80538,67,33,problemName_numCustomers,-1548.7281289999999,1548.7281289999999,97.04243624125876,2675.6705089999996,-2675.6705089999996,-21.734584694496295,-4985.903853,4985.903853,83.56242909166514,-15320.099561,15320.099561,88.59233203837745,-27,27,27,-27,our,their,our,our,their,their
20170606T124325384128,100,59.611074,15294.316435,459.344248,2509.717933,40,60,555.645937,13170.52687,4559.999995,12442.57145,51,49,problemName_numCustomers,-496.034863,496.034863,89.27175202218747,2123.789565000001,-2123.789565000001,-16.125319707881975,-4100.655747,4100.655747,89.92666121702484,-9932.853517,9932.853517,79.8295879345744,-11,11,11,-11,our,their,our,our,their,their
20170606T124502755142,100,45.650517,15698.697154,1261.161481,4226.125431,63,37,272.002211,12836.72701,5010.127465,14741.20456,55,45,problemName_numCustomers,-226.35169399999998,226.35169399999998,83.216858115907,2861.970143999999,-2861.970143999999,-22.295170270198017,-3748.9659839999995,3748.9659839999995,74.82775658283576,-10515.079129,10515.079129,71.33120693225085,8,-8,-8,8,our,their,our,our,our,our
20170606T124638691350,100,60.584526,15725.524135,416.174899,3819.812373,53,47,247.616038,13545.92073,5129.999989,14769.50045,58,42,problemName_numCustomers,-187.03151200000002,187.03151200000002,75.53287481322192,2179.603405,-2179.603405,-16.09047807413236,-4713.82509,4713.82509,91.88742885200034,-10949.688076999999,10949.688076999999,74.13715930385445,-5,5,5,-5,our,their,our,our,their,their
20170606T124852600104,100,46.779504,16627.306981,1375.233844,1191.062137,30,70,1081.927819,12152.21788,5090.412755,14079.29137,57,43,problemName_numCustomers,-1035.148315,1035.148315,95.67628235650348,4475.089101000001,-4475.089101000001,-36.82528691626784,-3715.178911,3715.178911,72.98384413623056,-12888.229233000002,12888.229233000002,91.54032610236406,-27,27,27,-27,our,their,our,our,their,their
20170606T125025587321,100,37.951907,16183.480852,1070.977869,4364.914963,63,37,1088.302013,12493.74868,4529.999995,12752.0565,51,49,problemName_numCustomers,-1050.350106,1050.350106,96.51274126605884,3689.732172,-3689.732172,-29.53262680804941,-3459.022126,3459.022126,76.35810441099127,-8387.141537,8387.141537,65.77089379269924,12,-12,-12,12,our,their,our,our,our,our
20170606T131220449002,100,52.35141,16539.238572,1528.111623,2891.942656,53,47,205.840618,13223.23182,5309.999997,15957.49607,59,41,problemName_numCustomers,-153.48920800000002,153.48920800000002,74.5670167002705,3316.0067519999975,-3316.0067519999975,-25.077127869637522,-3781.888374,3781.888374,71.22200331707458,-13065.553413999998,13065.553413999998,81.87721530173624,-6,6,6,-6,our,their,our,our,their,their
20170606T182511986726,100,48.948412,19564.982922,1023.179458,4176.738049,58,42,668.093958,16481.42251,6656.085054,30342.22437,73,27,problemName_numCustomers,-619.1455460000001,619.1455460000001,92.67342393777494,3083.560411999999,-3083.560411999999,-18.709309891965137,-5632.9055960000005,5632.9055960000005,84.6279089029201,-26165.486321,26165.486321,86.23456870508932,-15,15,15,-15,our,their,our,our,their,their
20170606T183304945538,100,44.151952,15951.089001,492.60281,3198.286804,46,54,1608.431713,12876.14901,5134.608321,15563.15484,57,43,problemName_numCustomers,-1564.279761,1564.279761,97.25496882191852,3074.939991000001,-3074.939991000001,-23.880897841520095,-4642.005510999999,4642.005510999999,90.40622421022248,-12364.868036,12364.868036,79.44962421256744,-11,11,11,-11,our,their,our,our,their,their
20170606T183517897245,100,52.380495,16287.391408,245.190801,3020.057808,40,60,740.108125,12577.77243,4829.999999,13337.96603,55,45,problemName_numCustomers,-687.72763,687.72763,92.92258884470428,3709.6189779999986,-3709.6189779999986,-29.493449644167224,-4584.809198,4584.809198,94.9235858995701,-10317.908222,10317.908222,77.35743365062386,-15,15,15,-15,our,their,our,our,their,their
20170607T111421374488,100,63.395736,19745.786305,967.651596,4609.53747,64,36,428.922516,16096.61277,5999.99999,23317.42268,68,32,problemName_numCustomers,-365.52678,365.52678,85.21976962384507,3649.1735350000017,-3649.1735350000017,-22.670443696087013,-5032.348394000001,5032.348394000001,83.8724733731208,-18707.88521,18707.88521,80.2313594720152,-4,4,4,-4,our,their,our,our,their,their
20170607T111828707735,100,46.323311,16272.622825,486.116211,2300.729454,36,64,738.331138,12785.79626,5370.0,12480.64195,61,39,problemName_numCustomers,-692.007827,692.007827,93.72594373772706,3486.826565000001,-3486.826565000001,-27.271094377660614,-4883.8837889999995,4883.8837889999995,90.94755659217876,-10179.912495999999,10179.912495999999,81.565616069933,-25,25,25,-25,our,their,our,our,their,their
20170607T112250854254,100,37.705208,19587.05078,1411.092334,7482.582609,65,35,1233.57721,15400.04352,5189.999998,22701.6954,59,41,problemName_numCustomers,-1195.8720019999998,1195.8720019999998,96.94342537343081,4187.007260000002,-4187.007260000002,-27.18828199779011,-3778.9076640000003,3778.9076640000003,72.81132303383866,-15219.112791,15219.112791,67.03954274269753,6,-6,-6,6,our,their,our,our,our,our
