problemName,customerCount,status,vehicleFileID,cutoffTime,problemType,numUAVs,numTrucks,requireTruckAtDepot,requireDriver,Etype,ITER,runtimeSecondsByRunner,returncode,objective,totalTime,truckWaitingTime,uavWaitingTime,numTruckCustomers,numUAVCustomers,truckRoute,uavSorties
20170606T113038113409,25,solved,101,3600,2,3,-1,1,1,3,1,0.10787391662597656,0,7044.409761,0.074538,422.55077,2032.993512,7.0,18.0,"[0, 18, 3, 11, 24, 21, 8, 4, 0]","[(2, 24, 1, 21), (3, 24, 2, 21), (4, 24, 5, 21), (2, 4, 6, 0), (2, 3, 7, 11), (3, 3, 12, 11), (2, 8, 20, 4), (2, 18, 23, 3), (2, 0, 14, 18), (3, 4, 17, 0), (3, 0, 10, 18), (4, 0, 9, 18), (2, 21, 16, 8), (3, 21, 15, 8), (3, 18, 19, 3), (4, 21, 13, 8), (3, 8, 25, 4), (2, 11, 22, 24)]"
20170606T113251786976,25,solved,101,3600,2,3,-1,1,1,3,1,0.15453600883483887,0,10075.616371,0.118897,250.867201,1738.781696,11.0,14.0,"[0, 21, 8, 6, 7, 5, 16, 24, 23, 19, 15, 12, 0]","[(2, 7, 14, 5), (2, 5, 13, 16), (3, 5, 17, 16), (2, 19, 4, 15), (4, 5, 2, 16), (3, 7, 22, 5), (2, 8, 20, 6), (4, 7, 11, 5), (2, 15, 18, 12), (3, 8, 9, 6), (2, 23, 10, 19), (2, 24, 1, 23), (3, 23, 3, 19), (2, 16, 25, 24)]"
20170606T113339368121,25,solved,101,3600,2,3,-1,1,1,3,1,0.16669487953186035,0,7959.476353,0.133381,322.555315,1664.210526,15.0,10.0,"[0, 16, 24, 25, 6, 3, 13, 22, 4, 12, 17, 15, 18, 20, 7, 11, 0]","[(2, 24, 14, 25), (2, 15, 5, 18), (2, 17, 8, 15), (3, 17, 10, 15), (3, 24, 23, 25), (4, 24, 2, 25), (4, 17, 9, 15), (3, 15, 1, 18), (2, 12, 19, 17), (3, 12, 21, 17)]"
20170606T113427164164,25,solved,101,3600,2,3,-1,1,1,3,1,0.16397309303283691,0,7661.503759,0.130484,141.916798,4150.186921,13.0,12.0,"[0, 11, 3, 13, 10, 4, 7, 17, 23, 20, 21, 1, 24, 15, 0]","[(2, 23, 22, 20), (2, 17, 25, 23), (3, 23, 9, 20), (2, 1, 5, 24), (4, 23, 8, 20), (3, 1, 12, 24), (2, 20, 19, 21), (3, 20, 2, 21), (4, 20, 18, 21), (2, 21, 6, 1), (3, 21, 14, 1), (4, 21, 16, 1)]"
20170606T113515209066,25,solved,101,3600,2,3,-1,1,1,3,1,0.15946102142333984,0,8584.297083,0.125861,114.537674,504.333333,16.0,9.0,"[0, 1, 12, 4, 14, 13, 25, 21, 24, 20, 19, 8, 23, 11, 3, 16, 9, 0]","[(2, 25, 7, 21), (3, 25, 17, 21), (2, 21, 15, 24), (2, 13, 5, 25), (3, 21, 6, 24), (4, 25, 2, 21), (2, 20, 10, 19), (3, 20, 22, 19), (4, 20, 18, 19)]"
20170606T113603010160,25,solved,101,3600,2,3,-1,1,1,3,1,0.19398999214172363,0,9873.860336,0.160017,211.9873,391.361802,18.0,7.0,"[0, 7, 19, 10, 17, 4, 15, 3, 1, 22, 13, 14, 2, 21, 24, 8, 23, 25, 16, 0]","[(2, 3, 9, 1), (3, 3, 18, 1), (2, 13, 12, 14), (4, 3, 6, 1), (2, 1, 20, 22), (2, 17, 11, 4), (3, 17, 5, 4)]"
20170606T113651352937,25,solved,101,3600,2,3,-1,1,1,3,1,0.12315607070922852,0,8436.179693,0.088363,142.524205,1147.641178,16.0,9.0,"[0, 11, 2, 25, 4, 18, 22, 12, 10, 8, 13, 23, 3, 16, 14, 21, 19, 0]","[(2, 18, 5, 22), (2, 25, 6, 4), (3, 25, 7, 4), (2, 4, 9, 18), (2, 11, 15, 2), (3, 11, 1, 2), (2, 2, 20, 25), (3, 2, 24, 25), (4, 2, 17, 25)]"
20170606T123216270309,25,solved,101,3600,2,3,-1,1,1,3,1,0.11351180076599121,0,5768.141259,0.080211,634.302261,2235.726196,9.0,16.0,"[0, 11, 18, 1, 3, 21, 6, 17, 23, 15, 0]","[(2, 6, 19, 17), (3, 6, 20, 17), (2, 21, 24, 6), (2, 18, 5, 1), (4, 6, 10, 17), (2, 1, 9, 3), (3, 1, 7, 3), (2, 11, 8, 18), (3, 11, 12, 18), (2, 17, 16, 23), (2, 23, 4, 15), (3, 17, 14, 23), (4, 11, 13, 18), (4, 17, 2, 23), (4, 1, 22, 3), (3, 23, 25, 15)]"
20170606T123231190878,25,solved,101,3600,2,3,-1,1,1,3,1,0.1282031536102295,0,5100.808554,0.09461,857.942348,762.347828,10.0,15.0,"[0, 20, 2, 13, 6, 24, 22, 15, 12, 23, 8, 0]","[(2, 20, 1, 2), (2, 22, 4, 15), (2, 6, 14, 24), (2, 2, 18, 13), (3, 22, 25, 15), (3, 20, 17, 2), (3, 6, 10, 24), (2, 23, 5, 8), (2, 13, 9, 6), (4, 20, 11, 2), (3, 23, 21, 8), (3, 2, 7, 13), (4, 2, 19, 13), (3, 13, 3, 6), (4, 22, 16, 15)]"
20170606T123246328134,25,solved,101,3600,2,3,-1,1,1,3,1,0.11793684959411621,0,5800.749518,0.084356,189.599956,354.609174,15.0,10.0,"[0, 23, 6, 10, 22, 13, 8, 12, 2, 1, 9, 24, 17, 7, 18, 20, 0]","[(2, 18, 15, 20), (2, 12, 4, 2), (2, 7, 5, 18), (3, 12, 14, 2), (2, 1, 16, 9), (2, 17, 3, 7), (3, 7, 19, 18), (3, 17, 11, 7), (4, 7, 25, 18), (2, 10, 21, 22)]"
20170606T123301396863,25,solved,101,3600,2,3,-1,1,1,3,1,0.12359094619750977,0,5247.654167,0.089516,286.796993,1495.055221,10.0,15.0,"[0, 21, 20, 17, 12, 13, 25, 5, 1, 24, 2, 0]","[(2, 12, 16, 13), (2, 5, 7, 1), (3, 5, 11, 1), (2, 24, 18, 2), (2, 2, 10, 0), (3, 2, 15, 0), (2, 25, 9, 5), (4, 2, 3, 0), (3, 25, 14, 5), (4, 5, 19, 1), (4, 25, 23, 5), (3, 24, 8, 2), (4, 24, 6, 2), (2, 1, 22, 24), (3, 1, 4, 24)]"
20170606T123316638608,25,solved,101,3600,2,3,-1,1,1,3,1,0.14902496337890625,0,5779.705448,0.087482,89.775635,981.583088,9.0,16.0,"[0, 10, 17, 1, 11, 22, 9, 23, 8, 21, 0]","[(2, 23, 6, 8), (2, 9, 5, 23), (2, 11, 24, 22), (2, 17, 20, 1), (2, 8, 16, 21), (3, 11, 14, 22), (3, 17, 2, 1), (4, 17, 3, 1), (3, 23, 7, 8), (2, 1, 12, 11), (2, 21, 19, 0), (3, 21, 18, 0), (3, 9, 13, 23), (3, 1, 25, 11), (2, 10, 4, 17), (4, 1, 15, 11)]"
20170606T123331779163,25,solved,101,3600,2,3,-1,1,1,3,1,0.1296379566192627,0,6324.276453,0.096099,32.741287,1623.351155,9.0,16.0,"[0, 12, 19, 1, 11, 3, 17, 2, 7, 24, 0]","[(2, 24, 6, 0), (3, 24, 4, 0), (2, 12, 25, 19), (2, 11, 10, 3), (4, 24, 14, 0), (3, 11, 21, 3), (2, 17, 9, 2), (2, 3, 5, 17), (2, 7, 8, 24), (4, 11, 22, 3), (2, 2, 20, 7), (3, 7, 18, 24), (4, 7, 15, 24), (3, 3, 16, 17), (3, 2, 23, 7), (3, 17, 13, 2)]"
20170606T123346836976,25,solved,101,3600,2,3,-1,1,1,3,1,0.12276697158813477,0,6174.905184,0.089041,36.122614,1000.71245,15.0,10.0,"[0, 10, 13, 6, 4, 22, 25, 17, 19, 18, 2, 11, 23, 20, 8, 15, 0]","[(2, 13, 1, 6), (2, 22, 21, 25), (2, 4, 16, 22), (3, 22, 3, 25), (3, 13, 14, 6), (3, 4, 5, 22), (2, 25, 9, 17), (4, 13, 12, 6), (4, 22, 7, 25), (4, 4, 24, 22)]"
